event_numer, event_time[s], pulse_height[adc]
195, 157.28628754615784, 11455.0
196, 159.11564540863037, 6349.0
197, 159.4150824546814, 14170.0
198, 160.08362102508545, 5836.0
199, 162.36363983154297, 6939.0
200, 162.6932852268219, 17072.0
201, 165.95770907402039, 6024.0
202, 167.85713005065918, 6813.0
203, 167.89600777626038, 6401.0
204, 167.965473651886, 17991.0
205, 168.58624696731567, 6051.0
206, 168.87949061393738, 6028.0
207, 169.38991332054138, 25120.0
208, 169.9272277355194, 21702.0
209, 170.76409196853638, 10369.0
210, 171.18878531455994, 6285.0
211, 171.3275809288025, 6577.0
212, 172.27087092399597, 5988.0
213, 172.88073754310608, 5552.0
214, 173.99390530586243, 21324.0
215, 174.48434591293335, 6434.0
216, 175.8761785030365, 6851.0
217, 177.00183701515198, 6452.0
218, 177.67232465744019, 4282.0
219, 177.77236247062683, 6613.0
220, 178.3014874458313, 14473.0
221, 178.51153469085693, 6600.0
222, 179.5857925415039, 14712.0
223, 180.53469967842102, 20814.0
224, 180.55421233177185, 7892.0
225, 181.0765461921692, 20331.0
226, 182.47706532478333, 1944.0
227, 182.98967909812927, 6944.0
228, 183.36000990867615, 21488.0
229, 183.59005212783813, 11334.0
230, 183.89613223075867, 6173.0
231, 185.27878212928772, 6010.0
232, 185.34874868392944, 7588.0
233, 185.3778100013733, 6629.0
234, 187.1541600227356, 5919.0
235, 190.9741494655609, 7034.0
236, 191.04444003105164, 8885.0
237, 191.06448316574097, 6008.0
238, 191.22417092323303, 5945.0
239, 191.90461325645447, 10599.0
240, 192.62419319152832, 6543.0
241, 193.75470566749573, 7042.0
242, 194.22046089172363, 7362.0
243, 194.40056848526, 18936.0
244, 196.64863467216492, 6995.0
245, 198.12666773796082, 23140.0
246, 198.8766839504242, 6334.0
247, 199.54656958580017, 6124.0
248, 200.83619570732117, 7354.0
249, 201.6467638015747, 6511.0
250, 202.09027361869812, 17845.0
251, 203.06042432785034, 20593.0
252, 206.4809045791626, 9625.0
253, 206.97489666938782, 10572.0
254, 207.37569999694824, 5764.0
255, 207.6049942970276, 6357.0
256, 207.8329439163208, 7259.0
257, 208.36695885658264, 12115.0
258, 208.3864667415619, 6092.0
259, 208.59639716148376, 5546.0
260, 208.6672065258026, 7041.0
261, 210.2149670124054, 6615.0
262, 211.14437007904053, 5956.0
263, 211.86494946479797, 18334.0
264, 213.81330180168152, 21475.0
265, 215.0166277885437, 23155.0
266, 215.06704783439636, 7729.0
267, 215.43713283538818, 3353.0
268, 217.41725659370422, 6394.0
269, 217.59762001037598, 17145.0
270, 217.95919346809387, 6025.0
271, 219.33907628059387, 6277.0
272, 219.60922837257385, 5989.0
273, 219.83296394348145, 6328.0
274, 220.9126148223877, 6620.0
275, 220.94314980506897, 7574.0
276, 221.01393008232117, 6486.0
277, 221.19296193122864, 6758.0
278, 222.9891128540039, 20830.0
279, 223.46898317337036, 20741.0
280, 224.5934612751007, 23755.0
281, 225.54703855514526, 20784.0
282, 225.88103580474854, 7185.0
283, 226.7251739501953, 16111.0
284, 226.83168363571167, 5603.0
285, 227.31539750099182, 6664.0
286, 228.41741299629211, 6969.0
287, 230.42700576782227, 10771.0
288, 230.4781732559204, 5949.0
289, 232.1470308303833, 19621.0
290, 233.1897156238556, 5808.0
291, 233.2601387500763, 10419.0
292, 234.41914653778076, 2075.0
293, 234.61022329330444, 13683.0
294, 234.88242721557617, 5509.0
295, 235.13531827926636, 6835.0
296, 235.43545198440552, 25205.0
297, 236.2397038936615, 24317.0
298, 236.89721083641052, 7051.0
299, 237.3176019191742, 17160.0
300, 239.51246690750122, 5689.0
301, 240.81247186660767, 22461.0
302, 241.82394194602966, 8250.0
303, 242.81192564964294, 9966.0
304, 243.83089470863342, 14986.0
305, 243.84234237670898, 6707.0
306, 245.04623556137085, 10171.0
307, 246.48583579063416, 13009.0
308, 247.8934030532837, 22434.0
309, 250.26602864265442, 6850.0
310, 250.42603969573975, 6850.0
311, 250.51655220985413, 6249.0
312, 251.21213936805725, 15391.0
313, 251.37204027175903, 7085.0
314, 252.45009970664978, 7158.0
315, 253.37993502616882, 6064.0
316, 254.5203080177307, 6631.0
317, 255.16979837417603, 6761.0
318, 255.68017625808716, 22671.0
319, 257.93954730033875, 6597.0
320, 258.01023030281067, 6584.0
321, 258.0804531574249, 6817.0
322, 258.4100811481476, 12959.0
323, 260.9763174057007, 16205.0
324, 261.1658844947815, 21178.0
325, 261.28631711006165, 8788.0
326, 263.16634011268616, 5958.0
327, 263.2764563560486, 6055.0
328, 264.0840971469879, 7472.0
329, 264.1745500564575, 6390.0
330, 264.3639347553253, 6228.0
331, 264.5441677570343, 16076.0
332, 265.5238001346588, 6871.0
333, 265.84410881996155, 7047.0
334, 267.01453828811646, 6436.0
335, 267.66454434394836, 16256.0
336, 269.2563970088959, 18955.0
337, 269.8586826324463, 5896.0
338, 270.06279706954956, 6376.0
339, 270.11195254325867, 22146.0
340, 271.9027602672577, 11686.0
341, 272.41259956359863, 23617.0
342, 273.8087191581726, 25105.0
343, 273.9685318470001, 12425.0
344, 274.3182954788208, 6558.0
345, 274.6489725112915, 6692.0
346, 274.9923276901245, 6063.0
347, 275.02331376075745, 6942.0
348, 275.6727828979492, 22111.0
349, 276.3534450531006, 5948.0
350, 276.40258264541626, 23612.0
351, 277.34886956214905, 11030.0
352, 277.83598828315735, 12201.0
353, 278.146644115448, 6377.0
354, 278.83676505088806, 6452.0
355, 279.4472689628601, 11760.0
356, 279.7446918487549, 2437.0
357, 280.3467433452606, 13865.0
358, 281.0461232662201, 6381.0
359, 281.3465759754181, 6452.0
360, 283.0264084339142, 22662.0
361, 283.78906631469727, 12014.0
362, 286.44683814048767, 6087.0
363, 287.0769929885864, 6294.0
364, 288.1465449333191, 6655.0
365, 288.3770270347595, 5777.0
366, 289.0670895576477, 11787.0
367, 289.27695536613464, 3518.0
368, 289.8757379055023, 5674.0
369, 292.79913783073425, 25862.0
370, 294.8280522823334, 7887.0
371, 295.02726674079895, 6461.0
372, 296.13887000083923, 5833.0
373, 297.3696970939636, 7666.0
374, 298.50875520706177, 6368.0
375, 299.3568003177643, 6743.0
376, 299.6776223182678, 9229.0
377, 300.3765082359314, 16591.0
378, 300.8369810581207, 6966.0
379, 300.95687913894653, 7617.0
380, 301.18661975860596, 9520.0
381, 301.4671790599823, 6470.0
382, 302.59523034095764, 10781.0
383, 302.89541506767273, 6362.0
384, 303.426157951355, 5443.0
385, 303.4753987789154, 6867.0
386, 303.77566409111023, 20410.0
387, 304.1950604915619, 24099.0
388, 305.3814573287964, 16850.0
389, 305.8520793914795, 6076.0
390, 307.4050295352936, 5882.0
391, 309.04361486434937, 20287.0
392, 309.8351182937622, 8993.0
393, 312.7894139289856, 6092.0
394, 313.30329942703247, 6450.0
395, 313.5531795024872, 7086.0
396, 313.85369539260864, 3347.0
397, 314.0435833930969, 6538.0
398, 314.9130918979645, 6127.0
399, 315.7291922569275, 8284.0
400, 316.07385206222534, 13421.0
401, 316.83562779426575, 22759.0
402, 317.0394353866577, 10692.0
403, 318.14715552330017, 15966.0
404, 318.30739736557007, 6818.0
405, 318.4680619239807, 3309.0
406, 319.0699133872986, 20810.0
407, 319.49063301086426, 22834.0
408, 319.9810211658478, 13749.0
409, 320.89159870147705, 7730.0
410, 320.99212169647217, 6232.0
411, 321.79942297935486, 3020.0
412, 322.03149223327637, 6694.0
413, 322.1515600681305, 6397.0
414, 322.3317861557007, 7294.0
415, 322.3825635910034, 10358.0
416, 322.6121668815613, 15207.0
417, 322.8680591583252, 10218.0
418, 326.09801268577576, 10955.0
419, 327.118038892746, 7316.0
420, 329.25855827331543, 8303.0
421, 329.4878990650177, 13885.0
422, 329.8999135494232, 6325.0
423, 330.16017985343933, 24075.0
424, 331.63560962677, 6725.0
425, 332.49888849258423, 6670.0
426, 333.1716959476471, 6651.0
427, 334.91180992126465, 6943.0
428, 335.1022427082062, 11002.0
429, 335.21208238601685, 3716.0
430, 339.58010816574097, 19478.0
431, 340.4485626220703, 6390.0
432, 341.488587141037, 6910.0
433, 342.6477904319763, 19128.0
434, 343.86790776252747, 6745.0
435, 344.4477903842926, 3443.0
436, 344.6778824329376, 6814.0
437, 344.9222412109375, 13271.0
438, 345.45242190361023, 9423.0
439, 345.5225143432617, 6260.0
440, 345.59353852272034, 22472.0
441, 347.3197605609894, 16079.0
442, 347.9079420566559, 5636.0
443, 348.3585970401764, 6803.0
444, 349.22687435150146, 7149.0
445, 349.2462468147278, 16250.0
446, 351.2384715080261, 5596.0
447, 353.2303276062012, 21407.0
448, 354.5928499698639, 20888.0
449, 355.85265278816223, 25823.0
450, 355.9470534324646, 15602.0
451, 357.8355393409729, 21584.0
452, 359.6378469467163, 9114.0
453, 361.65823793411255, 12289.0
454, 361.84525990486145, 6604.0
455, 361.9386122226715, 6473.0
456, 363.30842661857605, 6875.0
457, 364.85908555984497, 7369.0
458, 366.44106125831604, 15657.0
459, 367.065060377121, 6117.0
460, 367.3248064517975, 17698.0
461, 369.43528008461, 13438.0
462, 369.813600063324, 18812.0
463, 369.8770315647125, 5693.0
464, 369.90704226493835, 20658.0
465, 370.9231803417206, 18290.0
466, 371.13337659835815, 7021.0
467, 372.0987572669983, 6521.0
468, 372.9675188064575, 6464.0
469, 373.10692262649536, 24957.0
470, 373.6673049926758, 8964.0
471, 374.17664432525635, 21158.0
472, 374.2171576023102, 16794.0
473, 376.18168592453003, 6481.0
474, 376.5109450817108, 6259.0
475, 379.19740414619446, 5877.0
476, 379.5272753238678, 6969.0
477, 380.31704115867615, 6612.0
478, 381.3873109817505, 6285.0
479, 383.12716841697693, 6805.0
480, 383.24779319763184, 5877.0
481, 385.079550743103, 7256.0
482, 386.18133068084717, 2890.0
483, 387.8310296535492, 6522.0
484, 388.30128240585327, 14023.0
485, 390.08258390426636, 13714.0
486, 391.1818919181824, 6960.0
487, 392.131751537323, 9861.0
488, 392.4817509651184, 6035.0
489, 392.64227199554443, 6984.0
490, 393.4997944831848, 27646.0
491, 393.76331305503845, 17661.0
492, 394.4001233577728, 3051.0
493, 394.8305313587189, 8525.0
494, 395.03346014022827, 10899.0
495, 395.22354388237, 6010.0
496, 395.9397928714752, 12880.0
497, 396.16960191726685, 6195.0
498, 396.4499683380127, 6146.0
499, 396.91001296043396, 6000.0
500, 396.97942900657654, 7029.0
501, 397.34971141815186, 17757.0
502, 397.3801348209381, 13229.0
503, 397.81696939468384, 6585.0
504, 398.1892523765564, 6883.0
505, 398.93550300598145, 6114.0
506, 399.28559255599976, 7189.0
507, 399.5162227153778, 4745.0
508, 399.56710410118103, 7121.0
509, 400.1039297580719, 21191.0
510, 400.2039318084717, 16946.0
511, 401.40401458740234, 6757.0
512, 401.86233043670654, 8805.0
513, 403.4699125289917, 6914.0
514, 404.001930475235, 19795.0
515, 404.35114455223083, 16202.0
516, 407.29802799224854, 6373.0
517, 407.98779296875, 18002.0
518, 408.8825101852417, 6788.0
519, 409.9604470729828, 6446.0
520, 410.26034140586853, 6038.0
521, 410.3109428882599, 6461.0
522, 413.1084532737732, 6155.0
523, 413.1785898208618, 5922.0
524, 414.8268575668335, 16939.0
525, 416.0300073623657, 6090.0
526, 416.26063895225525, 12450.0
527, 416.3810341358185, 12986.0
528, 417.08750557899475, 6308.0
529, 417.1784703731537, 5901.0
530, 418.63447189331055, 10800.0
531, 419.18211102485657, 22609.0
532, 419.83212423324585, 6023.0
533, 420.23258686065674, 6588.0
534, 422.41232323646545, 5967.0
535, 422.622478723526, 27824.0
536, 423.7583532333374, 6713.0
537, 424.2526216506958, 6353.0
538, 425.0505976676941, 6838.0
539, 425.5200309753418, 6147.0
540, 425.54100227355957, 2978.0
541, 426.62288212776184, 6086.0
542, 428.2908320426941, 6022.0
543, 428.92069935798645, 7926.0
544, 429.2002556324005, 6391.0
545, 429.99474334716797, 7130.0
546, 431.144460439682, 5841.0
547, 431.54494166374207, 23514.0
548, 431.86270666122437, 21185.0
549, 433.1867938041687, 21368.0
550, 434.83652329444885, 25928.0
551, 437.1823744773865, 7747.0
552, 437.55288529396057, 6575.0
553, 437.86273550987244, 6691.0
554, 437.93378925323486, 5973.0
555, 437.95279002189636, 10918.0
556, 438.02331161499023, 18122.0
557, 438.14341926574707, 7306.0
558, 438.81219005584717, 6386.0
559, 439.642865896225, 6410.0
560, 440.8404915332794, 6885.0
561, 440.94116497039795, 22036.0
562, 442.05143642425537, 6242.0
563, 442.5413980484009, 6786.0
564, 444.0310962200165, 6203.0
565, 445.1289041042328, 6225.0
566, 445.54920983314514, 6360.0
567, 445.84768652915955, 10744.0
568, 446.59139919281006, 5892.0
569, 446.87111377716064, 7198.0
570, 447.3847486972809, 14824.0
571, 447.5645728111267, 10221.0
572, 447.6156017780304, 5780.0
573, 449.01849603652954, 6410.0
574, 449.5592374801636, 24297.0
575, 449.83935713768005, 19032.0
576, 450.62311911582947, 3268.0
577, 451.8915560245514, 7113.0
578, 452.591490983963, 6107.0
579, 453.26211738586426, 6603.0
580, 454.10897302627563, 7482.0
581, 454.5496242046356, 3552.0
582, 454.66967964172363, 7009.0
583, 455.6695806980133, 20194.0
584, 455.99893617630005, 6026.0
585, 456.2999601364136, 7351.0
586, 456.62942242622375, 4316.0
587, 456.9356920719147, 13970.0
588, 458.17889308929443, 4990.0
589, 458.2702467441559, 17801.0
590, 459.83128094673157, 7065.0
591, 459.94600892066956, 6471.0
592, 460.6850051879883, 6558.0
593, 460.89951038360596, 2416.0
594, 461.22953486442566, 7275.0
595, 463.4015004634857, 6204.0
596, 463.81190824508667, 20695.0
597, 465.05731201171875, 6997.0
598, 465.1874966621399, 6154.0
599, 465.23765683174133, 6482.0
600, 466.6395318508148, 7363.0
601, 467.1296591758728, 10774.0
602, 467.4591267108917, 6381.0
603, 467.8835606575012, 5965.0
604, 468.0936133861542, 23938.0
605, 468.30372977256775, 17321.0
606, 469.40806245803833, 9745.0
607, 470.8796534538269, 23408.0
608, 471.8298683166504, 20349.0
609, 472.14394974708557, 9527.0
610, 472.82635593414307, 2685.0
611, 472.83935952186584, 6792.0
612, 474.1439914703369, 6835.0
613, 474.653603553772, 22449.0
614, 476.5954201221466, 21461.0
615, 477.068076133728, 6295.0
616, 477.3279826641083, 6407.0
617, 479.1720826625824, 6356.0
618, 481.05586409568787, 5845.0
619, 481.9654519557953, 6971.0
620, 482.8182637691498, 6324.0
621, 484.50614047050476, 6506.0
622, 484.8261978626251, 7059.0
623, 485.8286123275757, 6419.0
624, 487.58822774887085, 5697.0
625, 488.9279828071594, 21886.0
626, 490.6243085861206, 3782.0
627, 491.1643235683441, 4016.0
628, 492.01257395744324, 22520.0
629, 492.832426071167, 6039.0
630, 493.57640862464905, 20886.0
631, 494.5960941314697, 13592.0
632, 495.1601734161377, 9581.0
633, 495.2509078979492, 6949.0
634, 496.39014434814453, 21020.0
635, 496.9118986129761, 12518.0
636, 498.82472920417786, 6468.0
637, 498.82472920417786, 20926.0
638, 499.60824275016785, 13361.0
639, 500.60455346107483, 10923.0
640, 501.2065854072571, 13837.0
641, 501.61622047424316, 15116.0
642, 502.51058864593506, 6118.0
643, 502.84047985076904, 27078.0
644, 505.0769536495209, 8267.0
645, 505.8217833042145, 19855.0
646, 505.92689967155457, 19794.0
647, 506.9904181957245, 5759.0
648, 507.3007323741913, 25714.0
649, 508.58165884017944, 8968.0
650, 508.6706416606903, 18340.0
651, 509.15268898010254, 21256.0
652, 510.0530023574829, 2644.0
653, 511.2427043914795, 5802.0
654, 511.59301567077637, 6408.0
655, 512.9152047634125, 7358.0
656, 515.255211353302, 3961.0
657, 515.6551237106323, 6960.0
658, 515.7643046379089, 17067.0
659, 515.8648273944855, 22689.0
660, 517.2555301189423, 23744.0
661, 517.4845578670502, 7799.0
662, 518.2052199840546, 10274.0
663, 519.0651013851166, 20721.0
664, 519.665257692337, 3852.0
665, 520.4854593276978, 20929.0
666, 521.4604642391205, 23587.0
667, 522.8230321407318, 6467.0
668, 524.4575600624084, 6402.0
669, 524.5070888996124, 6641.0
670, 525.1306171417236, 22644.0
671, 527.5113883018494, 13328.0
672, 529.3332011699677, 7900.0
673, 529.4533123970032, 16502.0
674, 529.9127736091614, 6063.0
675, 530.0533277988434, 6419.0
676, 530.4733412265778, 6452.0
677, 532.14382147789, 7228.0
678, 532.4931211471558, 21754.0
679, 535.2749681472778, 6180.0
680, 535.584840297699, 5831.0
681, 537.289400100708, 5814.0
682, 537.963535785675, 8219.0
683, 539.0625298023224, 6454.0
684, 539.5931515693665, 5686.0
685, 540.2936036586761, 21681.0
686, 540.881954908371, 21267.0
687, 541.0409140586853, 9916.0
688, 541.6419310569763, 7384.0
689, 542.6015827655792, 18793.0
690, 542.893750667572, 7361.0
691, 542.9440338611603, 6304.0
692, 544.8072259426117, 6767.0
693, 545.9055156707764, 7023.0
694, 546.4459359645844, 6238.0
695, 548.4336667060852, 6119.0
696, 548.7724430561066, 20444.0
697, 549.1237843036652, 14541.0
698, 550.0135056972504, 6083.0
699, 550.5431997776031, 7248.0
700, 550.5648331642151, 6367.0
701, 552.3480939865112, 6842.0
702, 553.1074507236481, 6269.0
703, 553.4079473018646, 2157.0
704, 556.0840213298798, 6574.0
705, 556.5235645771027, 7098.0
706, 558.2682695388794, 6279.0
707, 558.5781579017639, 5951.0
708, 560.0615286827087, 16027.0
709, 561.9024341106415, 15914.0
710, 562.4329390525818, 8649.0
711, 562.952529668808, 5612.0
712, 563.2522096633911, 6472.0
713, 563.512936592102, 7334.0
714, 563.6226153373718, 21676.0
715, 565.4317586421967, 6418.0
716, 565.6718270778656, 18468.0
717, 566.3803019523621, 9899.0
718, 567.059196472168, 7607.0
719, 567.6104328632355, 18374.0
720, 568.2863485813141, 6663.0
721, 568.5157957077026, 6083.0
722, 568.866338968277, 6579.0
723, 569.3759136199951, 5714.0
724, 569.6564476490021, 761.0
725, 570.9103996753693, 6116.0
726, 570.9305777549744, 895.0
727, 571.5200755596161, 6023.0
728, 573.0189611911774, 6569.0
729, 574.5289261341095, 22471.0
730, 574.8510761260986, 15897.0
731, 575.8062162399292, 6391.0
732, 576.9687027931213, 5951.0
733, 577.3486590385437, 12513.0
734, 579.8435468673706, 25716.0
735, 579.9838247299194, 12869.0
736, 580.2345638275146, 21445.0
737, 580.6344676017761, 21246.0
738, 582.3310267925262, 6342.0
739, 582.4905083179474, 9912.0
740, 582.6306247711182, 6129.0
741, 585.3271067142487, 3274.0
742, 585.8432705402374, 7053.0
743, 586.0762791633606, 16268.0
744, 586.0967769622803, 5583.0
745, 587.1502332687378, 6809.0
746, 587.3614182472229, 6555.0
747, 587.5911023616791, 5750.0
748, 588.836493730545, 7069.0
749, 589.261100769043, 6443.0
750, 589.8594696521759, 6784.0
751, 590.4624450206757, 6788.0
752, 592.0609560012817, 24904.0
753, 593.0770480632782, 5995.0
754, 593.147341966629, 6592.0
755, 593.2176084518433, 15716.0
756, 593.3778076171875, 8459.0
757, 593.447347164154, 7402.0
758, 593.8246564865112, 6224.0
759, 594.7786870002747, 6484.0
760, 594.8584344387054, 22330.0
761, 596.2650580406189, 12914.0
762, 598.0628991127014, 6247.0
763, 598.572833776474, 6613.0
764, 599.1463212966919, 11994.0
765, 599.3268396854401, 6693.0
766, 600.886866569519, 6202.0
767, 601.9852087497711, 6524.0
768, 602.0853431224823, 6120.0
769, 602.4348201751709, 17202.0
770, 602.8434519767761, 6351.0
771, 603.3268332481384, 5653.0
772, 604.0352833271027, 6929.0
773, 604.6353828907013, 22072.0
774, 606.2776818275452, 6219.0
775, 607.3495304584503, 5895.0
776, 607.5289249420166, 11670.0
777, 608.6894001960754, 6689.0
778, 609.0977008342743, 6287.0
779, 609.2173714637756, 6057.0
780, 609.2872486114502, 15436.0
781, 609.6268634796143, 10188.0
782, 609.8409237861633, 6392.0
783, 610.2773249149323, 7030.0
784, 610.4676358699799, 12205.0
785, 611.8434071540833, 3510.0
786, 611.8434071540833, 6903.0
787, 611.8669855594635, 6762.0
788, 612.4676744937897, 6192.0
789, 612.65807056427, 6768.0
790, 612.9695384502411, 6519.0
791, 613.9289925098419, 20316.0
792, 614.1596121788025, 6061.0
793, 615.2176785469055, 6456.0
794, 615.5371124744415, 5796.0
795, 615.6575736999512, 6102.0
796, 617.4972634315491, 6228.0
797, 618.1757535934448, 7400.0
798, 619.1091525554657, 12688.0
799, 619.8879547119141, 6479.0
800, 620.0972425937653, 19316.0
801, 620.1473948955536, 5756.0
802, 620.2879962921143, 6311.0
803, 620.6577997207642, 6002.0
804, 621.2718811035156, 22565.0
805, 622.8362104892731, 5720.0
806, 623.20916223526, 6138.0
807, 623.6000185012817, 6408.0
808, 623.8519644737244, 14264.0
809, 624.3865330219269, 6712.0
810, 624.80397772789, 5768.0
811, 624.9656693935394, 15947.0
812, 625.2158193588257, 6358.0
813, 625.970100402832, 24556.0
814, 628.4562041759491, 6808.0
815, 628.5065824985504, 6197.0
816, 628.8131091594696, 7348.0
817, 628.9452908039093, 6156.0
818, 629.5960991382599, 6520.0
819, 630.2299911975861, 6929.0
820, 630.5801165103912, 6002.0
821, 630.8171136379242, 13553.0
822, 631.3997919559479, 6721.0
823, 631.4905691146851, 23675.0
